Date,TCS.NS,INFY.NS,HDFCBANK.NS,RELIANCE.NS,ICICIBANK.NS
2015-01-05,-0.015197092897558329,-0.008592981652328024,-0.008442956165946147,-0.010953651829248234,0.0020701348903164885
2015-01-06,-0.0368667435184481,-0.020893103913901645,-0.015567106825962407,-0.045384455060881734,-0.04241853376335203
2015-01-07,-0.011812168091624331,0.004784697419092154,0.002918768720474141,0.02176763416824512,-0.0270385003017648
2015-01-08,0.01079563905812475,0.005041848948288186,0.02100526532776792,-0.014338986016087296,0.027198784044694557
2015-01-09,0.028029951723033575,0.05117931743586612,0.01119326072802429,0.021673011916333085,-0.016117448882533192
2015-01-12,-0.0010348347056092777,0.02000547158197108,-0.008814539957246348,-0.011623846527661907,0.013748729648571656
2015-01-13,-0.0047017916180956965,-0.012784191764502517,-0.003826210875660929,-0.008408718567309292,-0.016303545567974087
2015-01-14,0.009627835428761555,0.01902951706127909,0.000570954077105057,-0.00972543055132935,-0.011733692767127879
2015-01-15,0.006800239901210148,0.0026308036077129504,0.030345421934340422,0.035091878548793254,0.04734344032943261
2015-01-16,-0.0027370573203141513,-0.007473292152041511,0.008256564696477842,0.006306186336453301,0.0028339990766470535
2015-01-19,-0.008352480783078264,-0.007458871369176556,0.00319581566793814,0.01144065302165509,0.019641081570848318
2015-01-20,-0.004201276317817415,0.010320971788585265,0.016325663573541593,0.02660145227056998,0.01926294320843125
2015-01-21,0.005339337256668353,0.021513953318690326,-0.0009794295558080979,0.004097268777009999,0.0019034321637181328
2015-01-22,-9.987360801544387e-05,0.01223560114234079,0.001274578833323714,-0.025365166690402785,0.003664065530799787
2015-01-23,-0.003958815548908756,0.008468245515195427,0.021101543348256202,0.0035641693705419364,0.002433463174068562
2015-01-27,0.0013809381109211039,-0.03546170160487094,0.02996750629577538,0.002424141753640807,0.03452929337805988
2015-01-28,0.015007863354466133,0.0037676397230939074,-0.014617743731950572,0.020021406878674153,0.0014343306267967648
2015-01-29,0.001988270489682753,0.0004425631626558957,0.03462927578868613,0.024866285498791107,-0.009764386126371982
2015-01-30,-0.024600717208737022,-0.0016775292181635537,-0.016118600930942417,-0.015224930219996935,-0.05153828136628258
2015-02-02,0.0129532074555756,-0.0023577498328295476,0.0039448327985043274,-0.007866770764342723,-0.02453556230177245
2015-02-03,0.017520389073011566,-0.00746435274159607,-0.016179614251148222,0.032542541435769845,-0.014921222314739135
2015-02-04,-0.017179461386905848,0.010349313569562701,0.0033831677193738585,-0.009385862668416234,-0.005626198213846356
2015-02-05,0.015153464955077967,0.023776771164279786,0.008241942009778125,-0.0054908081552934584,-0.02625840511394628
2015-02-06,0.009147612383930692,0.01672894949545789,-0.021365556340483205,-0.014940073962367295,-0.018623279393427783
