Date,TCS.NS,INFY.NS,HDFCBANK.NS,RELIANCE.NS,ICICIBANK.NS
2018-06-13,1537.9549560546875,512.1700439453125,477.0020446777344,442.8353576660156,279.27655029296875
2018-06-14,1507.1387939453125,510.27655029296875,478.3992004394531,445.2427978515625,273.5133056640625
2018-06-15,1551.4029541015625,527.3790893554688,476.5676574707031,448.0035705566406,271.35211181640625
2018-06-18,1542.08642578125,521.6783447265625,474.1139221191406,448.5999450683594,281.437744140625
2018-06-19,1538.2923583984375,511.0587463378906,475.1353454589844,439.9862060546875,281.2455749511719
2018-06-20,1536.5638427734375,511.6966552734375,482.80181884765625,450.234375,281.6298828125
2018-06-21,1533.949951171875,513.0961303710938,483.142333984375,455.8443908691406,286.1924133300781
2018-06-22,1525.8984375,513.6311645507812,489.18865966796875,447.252685546875,288.7858581542969
2018-06-25,1533.865966796875,523.7568969726562,491.9123840332031,443.6967468261719,278.2679443359375
2018-06-26,1561.4781494140625,525.9795532226562,491.6189270019531,432.4325866699219,276.73114013671875
2018-06-27,1566.537109375,522.7484130859375,496.0567626953125,429.49798583984375,268.0382080078125
2018-06-28,1553.6373291015625,530.816162109375,500.34210205078125,420.2040100097656,260.6900939941406
2018-06-29,1557.89501953125,538.0603637695312,495.0823059082031,432.43280029296875,264.5322265625
2018-07-02,1560.9306640625,549.3798828125,486.81707763671875,427.163330078125,266.4533386230469
2018-07-03,1580.0693359375,557.2210693359375,486.100830078125,431.92144775390625,262.1308898925781
2018-07-04,1573.4088134765625,553.7017211914062,493.93182373046875,440.2815246582031,262.467041015625
2018-07-05,1585.3389892578125,528.5111694335938,498.6748962402344,428.8975830078125,260.83416748046875
2018-07-06,1612.866943359375,528.614013671875,496.65557861328125,434.7007141113281,259.3933410644531
2018-07-09,1587.615234375,534.6234741210938,499.12109375,443.3943176269531,260.4980163574219
2018-07-10,1580.9549560546875,535.673095703125,503.9933166503906,456.1121826171875,262.6111755371094
2018-07-11,1669.31494140625,543.5142822265625,504.4277038574219,461.9375915527344,258.1446533203125
2018-07-12,1662.106201171875,532.771240234375,508.5838317871094,481.30352783203125,261.5545349121094
2018-07-13,1670.3265380859375,542.259033203125,512.09423828125,489.0633239746094,257.18414306640625
2018-07-16,1677.15576171875,548.6183471679688,509.2648010253906,478.56878662109375,249.01956176757812
2018-07-17,1691.4757080078125,546.5807495117188,511.11968994140625,485.7503967285156,255.93545532226562
2018-07-18,1689.870361328125,544.3787841796875,510.99066162109375,485.8393249511719,252.33343505859375
2018-07-19,1673.9454345703125,541.970703125,513.315185546875,491.3089294433594,250.8926239013672
2018-07-20,1686.7872314453125,554.8954467773438,514.0078735351562,501.89251708984375,255.31105041503906
2018-07-23,1694.4327392578125,558.1266479492188,506.35308837890625,498.1793518066406,264.6763000488281
2018-07-24,1688.8148193359375,566.852783203125,507.1280212402344,494.0215759277344,263.5237121582031
2018-07-25,1674.030029296875,569.5693969726562,509.6169128417969,495.88922119140625,263.81182861328125
2018-07-26,1659.8369140625,565.24755859375,514.841552734375,493.8881530761719,274.3777770996094
2018-07-27,1642.1378173828125,565.3298950195312,517.0838012695312,502.4260559082031,281.6298828125
2018-07-30,1642.855712890625,556.0891723632812,509.5113220214844,512.0090942382812,295.2214660644531
2018-07-31,1639.1385498046875,561.8928833007812,511.7655029296875,527.39501953125,292.2437744140625
2018-08-01,1669.8057861328125,557.3446044921875,506.8815002441406,530.2188110351562,287.4891357421875
2018-08-02,1646.0662841796875,557.1798095703125,500.1893615722656,519.54638671875,286.7687072753906
2018-08-03,1672.298095703125,561.481201171875,498.1817321777344,523.3706665039062,292.9642333984375
2018-08-06,1669.0035400390625,560.0612182617188,496.45599365234375,530.3300170898438,302.6656494140625
2018-08-07,1662.07568359375,563.0659790039062,500.353759765625,526.5946655273438,300.7926025390625
2018-08-08,1667.69384765625,560.925537109375,501.63360595703125,541.4915161132812,306.12359619140625
2018-08-09,1667.9898681640625,568.00537109375,497.442138671875,541.6027221679688,319.8592834472656
2018-08-10,1683.830078125,570.269287109375,496.4911804199219,535.4882202148438,315.6329345703125
2018-08-13,1689.7862548828125,579.8598022460938,491.1374816894531,528.1510620117188,312.0788879394531
2018-08-14,1692.6585693359375,579.6744995117188,490.538818359375,538.3343505859375,319.3309631347656
2018-08-16,1696.8408203125,588.42138671875,487.3923034667969,533.976318359375,321.10797119140625
2018-08-17,1700.430908203125,588.7506103515625,487.7797546386719,535.2882080078125,326.5830078125
2018-08-20,1698.0654296875,569.775390625,492.20587158203125,549.1400756835938,325.0942077636719
2018-08-21,1704.5706787109375,569.6516723632812,492.1706848144531,554.6097412109375,325.4784240722656
2018-08-23,1719.3131103515625,575.18798828125,488.3785400390625,564.5039672851562,323.8935546875
2018-08-24,1725.9873046875,567.326171875,486.01873779296875,568.0835571289062,318.5387268066406
2018-08-27,1732.661376953125,582.5969848632812,488.5075988769531,574.3091430664062,327.94580078125
2018-08-28,1748.1217041015625,586.4249877929688,491.888916015625,586.5380249023438,326.98095703125
2018-08-29,1750.4874267578125,580.41552734375,488.0498046875,575.5098876953125,328.66943359375
2018-08-30,1759.2733154296875,582.9263305664062,485.13824462890625,566.727294921875,332.2392883300781
2018-08-31,1755.8939208984375,593.1753540039062,483.98760986328125,552.141845703125,330.5509033203125
2018-09-03,1734.3509521484375,590.3558959960938,487.2397766113281,546.5831909179688,322.39801025390625
2018-09-04,1773.213134765625,606.8409423828125,481.7803955078125,552.2752075195312,316.94677734375
2018-09-05,1756.6123046875,600.8726196289062,480.3833312988281,545.6270751953125,318.0562744140625
2018-09-06,1753.2750244140625,598.6088256835938,481.8743591308594,560.9242553710938,317.0914611816406
2018-09-07,1757.119384765625,603.2599487304688,482.9896545410156,568.5728759765625,323.31463623046875
2018-09-10,1757.8795166015625,601.6546630859375,479.27972412109375,558.4562377929688,321.1919860839844
2018-09-11,1728.7327880859375,604.4947509765625,469.71124267578125,550.3851928710938,315.0653076171875
2018-09-12,1726.789794921875,611.5746459960938,472.3997497558594,556.966552734375,311.543701171875
2018-09-14,1744.9112548828125,604.0008544921875,476.5676574707031,557.2555541992188,316.802001953125
2018-09-17,1752.303466796875,597.620849609375,467.7857666015625,545.1380615234375,314.2452392578125
2018-09-18,1749.4312744140625,591.9817504882812,467.0813903808594,541.2469482421875,307.6361389160156
2018-09-19,1755.4718017578125,592.516845703125,460.5419616699219,538.4009399414062,309.6623229980469
2018-09-21,1776.80419921875,580.6212768554688,462.6317443847656,541.4026489257812,305.94769287109375
2018-09-24,1857.3162841796875,591.281982421875,452.1709899902344,547.8727416992188,297.8913269042969
2018-09-25,1844.4320068359375,597.8267211914062,458.4404602050781,547.2279663085938,300.15869140625
2018-09-26,1809.75146484375,590.9526977539062,462.150390625,556.477294921875,302.0883483886719
2018-09-27,1849.20556640625,596.6741943359375,464.01715087890625,557.5223999023438,295.8652038574219
2018-09-28,1844.8544921875,600.9960327148438,471.0379638671875,559.3900756835938,294.8038635253906
2018-10-01,1905.5555419921875,614.66162109375,477.9412841796875,547.7171020507812,302.95672607421875
2018-10-03,1827.2398681640625,599.7201538085938,476.931640625,535.8884887695312,293.01898193359375
2018-10-04,1744.404296875,582.185302734375,459.6966552734375,499.04644775390625,305.3688049316406
